,Rbin,mean,v,npt
1581,120500,-185.997802734375,1.00,32.0
1582,87800,2586.9114583333335,1.00,3.0
1583,107000,439.0328480113636,1.00,44.0
1584,85200,2128.8880208333335,1.00,3.0
1585,93300,2879.84375,1.00,3.0
1586,98200,539.79345703125,1.00,16.0
1587,94900,926.9453125,1.00,11.0
1588,116400,-449.8492324561403,1.00,57.0
1589,119400,-28.71420784883721,1.00,43.0
1590,118000,-290.9233870967742,1.00,62.0
1591,117900,-142.38133445945945,1.00,37.0
1592,120000,-100.51401654411765,1.00,34.0
1593,120200,-479.2265625,1.00,28.0
1594,119600,-397.65801411290323,1.00,31.0
1595,119900,-544.6420200892857,1.00,28.0
1596,118400,-135.5263310185185,1.00,54.0
1597,119200,-16.879657451923077,1.00,52.0
1598,119800,-420.89559659090907,1.00,33.0
1599,120100,-106.7181640625,1.00,40.0
1600,122800,-1392.5892857142858,1.00,7.0
1601,119500,-159.43984375,1.00,50.0
1602,120300,-342.9954769736842,1.00,19.0
1603,121000,-781.0083512931035,1.00,29.0
1604,122400,-1310.99609375,1.00,14.0
1605,121100,-567.0394345238095,1.00,21.0
1606,122100,-807.4140625,1.00,8.0
1607,120700,-32.31071428571428,1.00,35.0
1608,120600,-236.0703125,1.00,28.0
1609,116700,-462.4138671875,1.00,40.0
1610,87400,3962.05078125,1.00,2.0
1611,90900,1510.0130208333333,1.00,9.0
1612,84600,5152.828125,1.00,3.0
1613,117600,-50.524972098214285,1.00,56.0
1614,121900,-275.9157986111111,1.00,18.0
1615,119700,-15.922297297297296,1.00,37.0
1616,120900,-463.9540264423077,1.00,26.0
1617,122500,-1081.80078125,1.00,16.0
1618,121400,-713.9572610294117,1.00,17.0
1619,121500,-191.59972426470588,1.00,17.0
1620,121300,-123.19633152173913,1.00,23.0
1621,121800,-282.28515625,1.00,12.0
1622,121600,-263.3294270833333,1.00,18.0
1623,122300,-486.09872159090907,1.00,11.0
1624,121700,-519.2652138157895,1.00,19.0
1625,122600,-683.5414663461538,1.00,13.0
1626,125000,-945.2291666666666,1.00,3.0
1627,124200,-1802.2265625,1.00,4.0
1628,122000,-580.1592881944445,1.00,18.0
1629,122200,-531.5943080357143,1.00,14.0
1630,121200,-733.1299479166667,1.00,30.0
1631,120800,-331.82173295454544,1.00,22.0
1632,123000,-902.7109375,1.00,8.0
1633,123700,19.5078125,1.00,3.0
1634,123100,-1171.5911458333333,1.00,9.0
1635,122900,-600.7776988636364,1.00,11.0
1636,124600,-1416.505580357143,1.00,7.0
1637,122700,-243.27414772727272,1.00,11.0
1638,124100,-570.1194196428571,1.00,7.0
1639,87500,336.1171875,1.00,1.0
1640,87900,3157.921875,1.00,2.0
1641,95900,408.73497596153845,1.00,13.0
1642,84700,4530.0078125,1.00,1.0
1643,89200,2017.3151041666667,1.00,9.0
1644,124300,-779.5265625,1.00,5.0
1645,123400,255.40234375,1.00,6.0
1646,123200,-668.7627840909091,1.00,11.0
1647,123300,-250.36875,1.00,5.0
1648,123900,-363.54464285714283,1.00,7.0
1649,125400,-143.19642857142858,1.00,7.0
1650,123600,282.82421875,1.00,6.0
1651,125300,547.671875,1.00,2.0
1652,123800,239.36588541666666,1.00,6.0
1653,125600,179.146875,1.00,5.0
1654,125700,-776.2486979166666,1.00,6.0
1655,124000,1105.6484375,1.00,1.0
1656,125100,-1433.08203125,1.00,4.0
1657,125200,287.125,1.00,2.0
1658,126100,726.5963541666666,1.00,3.0
1659,126800,-1196.203125,1.00,2.0
1660,126400,-798.96875,1.00,1.0
1661,126600,333.33125,1.00,5.0
1662,126500,1044.1015625,1.00,1.0
1663,127600,311.4765625,1.00,1.0
1664,127900,-1211.75,1.00,3.0
1665,127000,-681.375,1.00,1.0
1666,126300,208.73697916666666,1.00,3.0
1667,126200,-1457.16796875,1.00,4.0
1668,85000,2869.65234375,1.00,2.0
1669,86400,2796.09375,1.00,1.0
1670,92500,2343.8463541666665,1.00,6.0
1671,85700,5194.625,1.00,2.0
1672,83100,2762.466796875,1.00,4.0
1673,84100,2847.6171875,1.00,2.0
1674,86800,2044.578125,1.00,1.0
1675,93500,1936.2239583333333,1.00,3.0
1676,84800,5627.7734375,1.00,2.0
1677,90500,1388.373046875,1.00,4.0
1678,85400,3209.33984375,1.00,2.0
1679,79000,5034.671875,1.00,1.0
1680,87700,-1560.1484375,1.00,1.0
1681,86200,1477.953125,1.00,1.0
1682,89100,-1191.953125,1.00,1.0
1683,85500,113.0546875,1.00,1.0
1684,81200,3068.8046875,1.00,1.0
1685,83900,1281.15625,1.00,1.0
1686,88500,5452.34375,1.00,1.0
1687,124400,126.93359375,1.00,4.0
1688,126000,-2504.53515625,1.00,2.0
1689,125800,-841.71875,1.00,2.0
1690,124500,1237.93359375,1.00,2.0
1691,127500,1227.671875,1.00,4.0
1692,124800,-173.1875,1.00,4.0
1693,88100,4267.484375,1.00,1.0
1694,124700,158.484375,1.00,3.0
1695,127300,-599.490234375,1.00,4.0
1696,125500,728.0859375,1.00,1.0
1697,124900,-129.09375,1.00,1.0
1698,128500,-3353.3046875,1.00,1.0
1699,127100,-381.703125,1.00,1.0
1700,126700,-1680.9375,1.00,1.0
1701,131100,-3828.59375,1.00,1.0
1702,129300,20.200520833333332,1.00,3.0
1703,128700,-3932.9453125,1.00,1.0
1704,126900,1895.59375,1.00,1.0
1705,128800,-239.39453125,1.00,2.0
1706,127400,1526.4765625,1.00,2.0
1707,130300,-1092.875,1.00,1.0
1708,129200,-1856.58984375,1.00,2.0
1709,128300,-96.734375,1.00,2.0
1710,128100,232.890625,1.00,2.0
1711,127700,537.8984375,1.00,1.0
1712,128200,766.8984375,1.00,1.0
1713,129000,-2365.75,1.00,1.0
1714,129800,-1978.44140625,1.00,2.0
1715,127800,1036.125,1.00,2.0
1716,128400,394.859375,1.00,3.0
1717,129400,1163.9921875,1.00,1.0
1718,130600,-2543.2421875,1.00,1.0
1719,128000,-824.8046875,1.00,1.0
1720,127200,2536.2734375,1.00,1.0
1721,129700,-929.65234375,1.00,2.0
1722,129600,2758.0234375,1.00,1.0
1723,132300,-3929.8203125,1.00,1.0
1724,75700,229.5,1.05,1.0
1725,75900,3998.5078125,1.05,1.0
1726,79900,2856.6015625,1.05,1.0
1727,82800,-362.09375,1.05,1.0
1728,82400,-337.453125,1.05,1.0
1729,82100,2269.0078125,1.05,1.0
1730,84300,671.9765625,1.05,1.0
1731,85000,319.09375,1.05,1.0
1732,85300,3020.486328125,1.05,4.0
1733,87100,1880.87109375,1.05,2.0
1734,86900,1355.4453125,1.05,1.0
1735,88200,324.6484375,1.05,1.0
1736,88500,1435.765625,1.05,3.0
1737,88600,3892.490625,1.05,5.0
1738,88400,1245.40625,1.05,2.0
1739,90200,1091.6685267857142,1.05,7.0
1740,90000,2677.6354166666665,1.05,3.0
1741,91100,1039.3828125,1.05,5.0
1742,89500,1521.175,1.05,5.0
1743,89100,2230.3265625,1.05,5.0
1744,92200,1113.984375,1.05,4.0
1745,91300,1221.44921875,1.05,2.0
1746,91700,1571.95703125,1.05,4.0
1747,92300,1506.96875,1.05,4.0
1748,91200,2809.3359375,1.05,1.0
1749,94000,1121.0657552083333,1.05,12.0
1750,92900,-261.119140625,1.05,4.0
1751,92400,1108.84375,1.05,4.0
1752,94300,1144.459201388889,1.05,9.0
1753,95000,675.609375,1.05,8.0
1754,96300,568.947265625,1.05,4.0
1755,93000,1482.1575520833333,1.05,6.0
1756,93600,1321.1707589285713,1.05,7.0
1757,94700,1349.56328125,1.05,10.0
1758,93800,162.15234375,1.05,4.0
1759,94400,-165.07142857142858,1.05,7.0
1760,93400,1834.958096590909,1.05,11.0
1761,94200,756.7857142857143,1.05,7.0
1762,95500,178.84635416666666,1.05,9.0
1763,94500,2041.25390625,1.05,6.0
1764,95800,1212.6658653846155,1.05,13.0
1765,95700,565.753125,1.05,5.0
1766,95600,721.8895089285714,1.05,7.0
1767,98100,434.23604910714283,1.05,14.0
1768,95900,1497.2123579545455,1.05,11.0
1769,96400,968.9275568181819,1.05,11.0
1770,97500,647.3762019230769,1.05,13.0
1771,98400,157.6865234375,1.05,16.0
1772,96000,972.5421875,1.05,10.0
1773,99000,-247.69163602941177,1.05,17.0
1774,96800,826.490625,1.05,10.0
1775,97900,1051.61640625,1.05,10.0
1776,99900,1441.3541666666667,1.05,21.0
1777,98700,988.9697916666667,1.05,15.0
1778,99800,233.19942434210526,1.05,19.0
1779,99200,326.16319444444446,1.05,9.0
1780,98800,144.56663602941177,1.05,17.0
1781,100400,556.68046875,1.05,20.0
1782,99700,204.53515625,1.05,10.0
1783,99100,243.9783653846154,1.05,13.0
1784,100000,425.3333333333333,1.05,15.0
1785,99500,168.39635416666667,1.05,15.0
1786,100200,548.8739583333333,1.05,15.0
1787,101100,567.8541666666666,1.05,15.0
1788,99300,843.9962635869565,1.05,23.0
1789,102300,-56.038254310344826,1.05,29.0
1790,100300,508.9300986842105,1.05,19.0
1791,100900,306.1930147058824,1.05,17.0
1792,99600,228.04110054347825,1.05,23.0
1793,101500,318.20028409090907,1.05,22.0
1794,101400,723.5011160714286,1.05,21.0
1795,102200,60.03076171875,1.05,32.0
1796,101600,390.7935267857143,1.05,14.0
1797,101000,479.09933035714283,1.05,21.0
1798,102400,232.60883620689654,1.05,29.0
1799,103100,545.0743303571429,1.05,35.0
1800,100800,774.703125,1.05,17.0
1801,104100,848.4455729166667,1.05,30.0
1802,101200,1144.1256009615386,1.05,26.0
1803,105400,116.14119664634147,1.05,41.0
1804,102700,682.3461538461538,1.05,26.0
1805,101700,597.5631009615385,1.05,26.0
1806,102900,290.7140625,1.05,20.0
1807,101800,499.17116477272725,1.05,22.0
1808,102500,508.2976310483871,1.05,31.0
1809,101900,506.21875,1.05,18.0
1810,102800,554.049375,1.05,25.0
1811,102000,131.69497282608697,1.05,23.0
1812,101300,1067.1740625,1.05,25.0
1813,104700,-399.0078125,1.05,34.0
1814,102100,340.7933238636364,1.05,22.0
1815,104300,370.822998046875,1.05,32.0
1816,103500,570.4276041666667,1.05,30.0
1817,103000,-208.73567708333334,1.05,18.0
1818,103300,342.41702586206895,1.05,29.0
1819,105700,-46.087158203125,1.05,32.0
1820,104500,17.19375,1.05,30.0
1821,103800,-8.199544270833334,1.05,24.0
1822,103400,504.64375,1.05,25.0
1823,105000,249.57235863095238,1.05,42.0
1824,103700,245.1963778409091,1.05,22.0
1825,102600,709.4589120370371,1.05,27.0
1826,104200,489.56099759615387,1.05,26.0
1827,104600,292.46458333333334,1.05,30.0
1828,105300,432.59879032258067,1.05,31.0
1829,103600,411.1380974264706,1.05,34.0
1830,104900,807.6732336956521,1.05,23.0
1831,105600,773.458984375,1.05,40.0
1832,104400,378.15033143939394,1.05,33.0
1833,104800,404.91015625,1.05,34.0
1834,106000,300.85004340277777,1.05,36.0
1835,105900,328.7605377906977,1.05,43.0
1836,106500,657.1861979166666,1.05,48.0
1837,106300,110.528515625,1.05,40.0
1838,105800,559.198268581081,1.05,37.0
1839,106800,269.05686773255815,1.05,43.0
1840,104000,859.8394396551724,1.05,29.0
1841,106400,-239.396240234375,1.05,32.0
1842,106900,535.4279513888889,1.05,45.0
1843,82700,1722.5625,1.05,1.0
1844,84500,1586.953125,1.05,2.0
1845,87900,3049.5494791666665,1.05,3.0
1846,93700,609.7859375,1.05,5.0
1847,91900,1600.739346590909,1.05,11.0
1848,93200,1909.724609375,1.05,4.0
1849,92600,2751.3515625,1.05,4.0
1850,92700,1583.8359375,1.05,8.0
1851,95300,565.408203125,1.05,4.0
1852,95400,2049.2421875,1.05,5.0
1853,96900,1280.5992647058824,1.05,17.0
1854,97400,1065.4146634615386,1.05,13.0
1855,98500,568.6583806818181,1.05,11.0
1856,97700,1292.2095170454545,1.05,11.0
1857,100100,556.2782451923077,1.05,13.0
1858,100700,1035.728125,1.05,25.0
1859,103200,426.921875,1.05,32.0
1860,103900,397.16986607142854,1.05,35.0
1861,105100,559.0411739864865,1.05,37.0
1862,107000,222.3857421875,1.05,48.0
1863,110900,634.4576231060606,1.05,66.0
1864,105200,724.17109375,1.05,30.0
1865,107500,124.63704427083333,1.05,48.0
1866,108600,299.81236049107144,1.05,56.0
1867,105500,-16.723772321428573,1.05,42.0
1868,107300,241.9529344512195,1.05,41.0
1869,107700,158.33194040697674,1.05,43.0
1870,107100,249.89280523255815,1.05,43.0
1871,106200,306.916796875,1.05,40.0
1872,106600,484.500252016129,1.05,31.0
1873,107400,396.55078125,1.05,40.0
1874,110400,302.29359879032256,1.05,62.0
1875,108700,216.62021169354838,1.05,62.0
1876,108400,220.99776785714286,1.05,63.0
1877,107900,-78.13159722222223,1.05,45.0
1878,107800,334.913788377193,1.05,57.0
1879,108200,258.414375,1.05,50.0
1880,108800,494.03110259433964,1.05,53.0
1881,109300,475.2975153688525,1.05,61.0
1882,109000,230.8270656779661,1.05,59.0
1883,109900,199.4898097826087,1.05,46.0
1884,110000,435.087890625,1.05,68.0
1885,111600,240.80884576612902,1.05,62.0
1886,108500,694.11421875,1.05,50.0
1887,107200,547.0728400735294,1.05,34.0
1888,110200,478.45548349056605,1.05,53.0
1889,110100,426.72278645833336,1.05,60.0
1890,109500,287.86670524691357,1.05,81.0
1891,109700,230.59600105932202,1.05,59.0
1892,110300,34.42407570422535,1.05,71.0
1893,110700,34.31853693181818,1.05,66.0
1894,110800,197.70084635416666,1.05,72.0
1895,109200,-92.02547554347827,1.05,46.0
1896,109800,168.3516845703125,1.05,64.0
1897,109100,270.8693181818182,1.05,55.0
1898,111300,94.23810096153846,1.05,65.0
1899,111900,29.344154094827587,1.05,58.0
1900,109600,-47.04874320652174,1.05,46.0
1901,112900,213.07516163793105,1.05,87.0
1902,111700,106.71457619863014,1.05,73.0
1903,112400,344.2795376712329,1.05,73.0
1904,112600,57.726096082089555,1.05,67.0
1905,114200,263.03568097014926,1.05,67.0
1906,112500,295.0964114010989,1.05,91.0
1907,113200,-189.29774305555554,1.05,63.0
1908,112100,223.12753378378378,1.05,74.0
1909,113700,381.22746048850576,1.05,87.0
1910,113000,185.6029992816092,1.05,87.0
1911,114000,179.76779513888889,1.05,72.0
1912,113100,211.82896634615383,1.05,65.0
1913,112000,158.58702256944446,1.05,72.0
1914,112800,174.50236430921052,1.05,76.0
1915,114300,143.48625,1.05,75.0
1916,84800,3169.234375,1.05,1.0
1917,88000,2890.17578125,1.05,4.0
1918,91500,1706.5221354166667,1.05,6.0
1919,92000,2626.096875,1.05,5.0
1920,94600,721.1050347222222,1.05,9.0
1921,94900,2013.3671875,1.05,6.0
1922,97800,-257.8002232142857,1.05,7.0
1923,99400,626.46171875,1.05,10.0
1924,106700,208.858993902439,1.05,41.0
1925,108000,379.28057065217394,1.05,46.0
1926,106100,727.5751736111112,1.05,45.0
1927,116300,46.94136832524272,1.05,103.0
1928,111100,20.425704656862745,1.05,51.0
1929,111500,401.4996394230769,1.05,65.0
1930,110500,266.61689268867923,1.05,53.0
1931,111200,339.58274147727275,1.05,66.0
1932,112300,173.44875,1.05,75.0
1933,111400,101.89327330508475,1.05,59.0
1934,111800,341.14692164179104,1.05,67.0
1935,111000,40.6858878968254,1.05,63.0
1936,110600,465.70433728448273,1.05,58.0
1937,113300,256.16097608024694,1.05,81.0
1938,115800,131.3371527777778,1.05,90.0
1939,115600,79.78079044117646,1.05,85.0
1940,114100,-53.28359375,1.05,70.0
1941,114900,161.2999614197531,1.05,81.0
1942,114600,27.197513204225352,1.05,71.0
1943,114700,28.2841796875,1.05,80.0
1944,112200,474.87781762295083,1.05,61.0
1945,113400,189.54401041666668,1.05,90.0
1946,115100,471.72856104651163,1.05,86.0
1947,115000,279.6189338235294,1.05,85.0
1948,113500,409.5337890625,1.05,80.0
1949,114400,151.32427226027397,1.05,73.0
1950,114500,221.38520833333334,1.05,75.0
1951,114800,129.2795608108108,1.05,74.0
1952,117100,16.99866365131579,1.05,76.0
1953,116000,54.517578125,1.05,76.0
1954,118200,-72.54910714285714,1.05,77.0
1955,115400,255.6254832474227,1.05,97.0
1956,115200,128.43117088607596,1.05,79.0
1957,115300,82.65954442771084,1.05,83.0
1958,116500,365.97238116197184,1.05,71.0
1959,116100,24.9567775974026,1.05,77.0
1960,81100,4926.1875,1.05,1.0
1961,86000,1000.078125,1.05,1.0
1962,87000,1185.92578125,1.05,2.0
1963,88100,2042.1953125,1.05,1.0
1964,90100,-648.1796875,1.05,1.0
1965,92100,1145.39375,1.05,5.0
1966,91600,1959.3671875,1.05,3.0
1967,93300,1350.87109375,1.05,2.0
1968,97100,1284.81015625,1.05,10.0
1969,98600,348.5345982142857,1.05,21.0
1970,100500,750.6852678571429,1.05,14.0
1971,108900,786.19359375,1.05,50.0
1972,107600,536.4185763888889,1.05,45.0
1973,108100,275.34866898148147,1.05,54.0
1974,109400,-31.681352459016395,1.05,61.0
1975,113600,-330.8815104166667,1.05,66.0
1976,86600,3176.5963541666665,1.05,3.0
1977,96500,1150.69140625,1.05,8.0
1978,96700,1691.216517857143,1.05,7.0
1979,115500,225.79046175373134,1.05,67.0
1980,116700,-196.97000718390805,1.05,87.0
1981,118500,-80.15779194078948,1.05,76.0
1982,118000,110.21302083333333,1.05,75.0
1983,117300,252.18810096153845,1.05,91.0
1984,117500,39.89639945652174,1.05,92.0
1985,116400,23.325520833333332,1.05,84.0
1986,117800,207.04529389880952,1.05,84.0
1987,117400,230.04056490384616,1.05,78.0
1988,117900,-174.6528172348485,1.05,66.0
1989,115700,530.947419241573,1.05,89.0
1990,118600,-277.0496575342466,1.05,73.0
1991,118100,-200.08659539473683,1.05,95.0
1992,118400,-413.7671130952381,1.05,63.0
1993,117600,-75.05439453125,1.05,80.0
1994,118900,-167.93408203125,1.05,80.0
1995,118300,-44.21611328125,1.05,80.0
1996,116600,132.73170490506328,1.05,79.0
1997,116800,163.29380841121494,1.05,107.0
1998,116900,-68.798125,1.05,75.0
1999,119000,-570.8200892857143,1.05,70.0
2000,117200,432.49917279411767,1.05,85.0
2001,120300,-251.80753968253967,1.05,63.0
2002,119600,109.43433988764045,1.05,89.0
2003,120500,-155.46233258928572,1.05,56.0
2004,120100,-261.18265086206895,1.05,58.0
2005,119500,329.62864583333334,1.05,75.0
2006,120200,-383.2817851027397,1.05,73.0
2007,118800,-293.58502604166665,1.05,60.0
2008,119100,80.18878424657534,1.05,73.0
2009,120900,-163.58781828703704,1.05,54.0
2010,119400,8.037053571428572,1.05,70.0
2011,119300,270.88387784090907,1.05,66.0
2012,119700,209.7108134920635,1.05,63.0
2013,120000,-167.0971283783784,1.05,74.0
2014,119800,-322.53929924242425,1.05,66.0
2015,121700,-289.2396282327586,1.05,58.0
2016,122700,-480.9556686046512,1.05,43.0
2017,120800,168.37337239583334,1.05,72.0
2018,117700,70.07282986111112,1.05,90.0
2019,122100,-449.92003676470586,1.05,51.0
2020,90300,1712.90625,1.05,2.0
2021,97300,561.001953125,1.05,8.0
2022,98200,799.9375,1.05,8.0
2023,108300,246.5030487804878,1.05,41.0
2024,113900,100.80192454268293,1.05,82.0
2025,115900,-7.326862373737374,1.05,99.0
2026,116200,64.02437160326087,1.05,92.0
2027,117000,-200.8890625,1.05,95.0
2028,119200,-294.6037109375,1.05,80.0
2029,93100,725.4322916666666,1.05,3.0
2030,93500,914.6276041666666,1.05,6.0
2031,98000,1258.2096354166667,1.05,12.0
2032,112700,122.53477822580645,1.05,62.0
2033,118700,61.75188253012048,1.05,83.0
2034,120600,-185.97708333333333,1.05,75.0
2035,121000,-49.23234375,1.05,50.0
2036,119900,-162.93888608870967,1.05,62.0
2037,120700,181.75797872340425,1.05,47.0
2038,120400,-454.0970744680851,1.05,47.0
2039,122400,-188.82890625,1.05,50.0
2040,125500,-661.8630208333333,1.05,15.0
2041,121300,-419.27527573529414,1.05,51.0
2042,121200,-81.07057291666666,1.05,60.0
2043,121900,-133.06473214285714,1.05,42.0
2044,122300,-302.6290625,1.05,50.0
2045,124500,-774.889453125,1.05,20.0
2046,123600,-477.2963033536585,1.05,41.0
2047,92800,2617.2330729166665,1.05,6.0
2048,96600,1065.1064453125,1.05,8.0
2049,97600,907.2131696428571,1.05,7.0
2050,97000,1786.171875,1.05,6.0
2051,100600,1237.609375,1.05,10.0
2052,113800,300.8874007936508,1.05,63.0
2053,121600,-461.225383254717,1.05,53.0
2054,90600,2788.1171875,1.05,3.0
2055,96200,1211.927734375,1.05,8.0
2056,98300,443.154296875,1.05,12.0
2057,91800,3079.3046875,1.05,3.0
2058,122000,-303.3326671511628,1.05,43.0
2059,121800,-346.3592155612245,1.05,49.0
2060,88300,1831.08984375,1.05,4.0
2061,87700,4609.6640625,1.05,3.0
2062,94800,360.359375,1.05,4.0
2063,97200,1156.287860576923,1.05,13.0
2064,98900,871.85546875,1.05,8.0
2065,89800,4153.07421875,1.05,2.0
2066,121400,-423.5423869680851,1.05,47.0
2067,121500,-202.791015625,1.05,60.0
2068,123900,-554.3036858974359,1.05,39.0
2069,122800,-187.7672193877551,1.05,49.0
2070,124900,124.47734375,1.05,30.0
2071,122500,63.322856104651166,1.05,43.0
2072,124100,-323.68331473214283,1.05,28.0
2073,124300,-156.14008620689654,1.05,29.0
2074,123200,-245.388671875,1.05,40.0
2075,124600,-279.6787109375,1.05,32.0
2076,122600,-100.75190972222222,1.05,45.0
2077,123800,-455.19252232142856,1.05,28.0
2078,124000,-34.88333333333333,1.05,30.0
2079,122200,-307.97881944444447,1.05,45.0
2080,125900,-824.4585336538462,1.05,26.0
2081,125200,-1238.0378289473683,1.05,19.0
2082,125100,-401.9378004807692,1.05,26.0
2083,124400,-176.0916466346154,1.05,26.0
2084,123100,-365.9222301136364,1.05,44.0
2085,123300,-285.02554086538464,1.05,26.0
2086,125400,-577.965234375,1.05,20.0
2087,126500,-700.8550347222222,1.05,18.0
2088,126300,-529.1805555555555,1.05,18.0
2089,125300,-203.4666193181818,1.05,22.0
2090,126600,-150.365234375,1.05,20.0
2091,127000,-568.0133928571429,1.05,14.0
2092,126000,-776.1871279761905,1.05,21.0
2093,126900,137.51458333333332,1.05,15.0
2094,123400,66.97635690789474,1.05,38.0
2095,125800,347.57080078125,1.05,16.0
2096,127500,-419.60795454545456,1.05,11.0
2097,127600,-470.2544642857143,1.05,14.0
2098,125700,-149.9765625,1.05,19.0
2099,126700,-634.571875,1.05,15.0
2100,128500,-1386.701388888889,1.05,9.0
2101,127700,-54.837239583333336,1.05,18.0
2102,125600,-209.43933823529412,1.05,17.0
2103,127300,330.02708333333334,1.05,15.0
2104,126800,46.89204545454545,1.05,22.0
2105,129300,-905.49140625,1.05,10.0
2106,126200,23.609786184210527,1.05,19.0
2107,127200,-197.6171875,1.05,15.0
2108,126400,-597.5667067307693,1.05,13.0
2109,129200,-771.0513392857143,1.05,7.0
2110,127100,354.87916666666666,1.05,15.0
2111,127400,-51.64990234375,1.05,16.0
2112,128300,-352.3255208333333,1.05,15.0
2113,128700,-868.90078125,1.05,10.0
2114,128900,-365.4344951923077,1.05,13.0
2115,128000,68.6171875,1.05,8.0
2116,128100,235.146484375,1.05,12.0
2117,129100,84.31818181818181,1.05,11.0
2118,128600,-348.4092548076923,1.05,13.0
2119,129500,-488.04758522727275,1.05,11.0
2120,130700,-1098.203125,1.05,7.0
2121,129000,-26.53125,1.05,7.0
2122,131200,-1240.431640625,1.05,4.0
2123,130800,-1942.48046875,1.05,6.0
2124,129400,-544.7430555555555,1.05,9.0
2125,129700,-455.8841145833333,1.05,6.0
2126,130900,-511.1734375,1.05,5.0
2127,129800,71.52578125,1.05,10.0
2128,133100,-1440.0625,1.05,1.0
2129,131600,979.28125,1.05,1.0
2130,132600,-3723.90625,1.05,1.0
2131,129600,18.440104166666668,1.05,6.0
2132,131100,-1563.7786458333333,1.05,3.0
2133,130200,-381.38950892857144,1.05,7.0
2134,96100,399.40482954545456,1.05,11.0
2135,121100,334.4943576388889,1.05,54.0
2136,123500,-319.11328125,1.05,34.0
2137,123700,-336.361572265625,1.05,32.0
2138,86800,3856.3359375,1.05,4.0
2139,123000,-56.9921875,1.05,36.0
2140,122900,-444.39445153061223,1.05,49.0
2141,92500,1249.5078125,1.05,4.0
2142,83900,4089.578125,1.05,1.0
2143,89700,2547.625,1.05,1.0
2144,94100,445.115625,1.05,5.0
2145,95200,866.673828125,1.05,4.0
2146,90900,1337.2239583333333,1.05,3.0
2147,86100,1445.7890625,1.05,1.0
2148,87500,1513.2291666666667,1.05,3.0
2149,93900,1712.8893229166667,1.05,6.0
2150,89200,208.3125,1.05,1.0
2151,89400,3960.2083333333335,1.05,3.0
2152,89000,5007.34765625,1.05,2.0
2153,124200,-1.04296875,1.05,30.0
2154,90400,3594.0234375,1.05,1.0
2155,85400,4141.375,1.05,1.0
2156,91400,631.775,1.05,5.0
2157,83200,5676.8046875,1.05,1.0
2158,88800,2304.34375,1.05,1.0
2159,81800,4680.125,1.05,1.0
2160,86500,2243.390625,1.05,1.0
2161,88700,1648.06640625,1.05,4.0
2162,89900,3421.8958333333335,1.05,3.0
2163,89300,1286.96875,1.05,1.0
2164,85800,4864.9140625,1.05,1.0
2165,90700,1310.06640625,1.05,2.0
2166,84100,3491.265625,1.05,1.0
2167,87600,1498.1875,1.05,1.0
2168,84600,2875.71875,1.05,1.0
2169,88900,3216.8072916666665,1.05,3.0
2170,84900,9248.734375,1.05,1.0
2171,86200,1618.46875,1.05,1.0
2172,89600,1836.7578125,1.05,1.0
2173,124800,-619.53515625,1.05,24.0
2174,124700,-406.0060369318182,1.05,22.0
2175,125000,-232.40322580645162,1.05,31.0
2176,126100,-931.9019097222222,1.05,18.0
2177,83800,5204.3359375,1.05,1.0
2178,128400,-833.4953125,1.05,10.0
2179,128200,90.259375,1.05,10.0
2180,95100,167.359375,1.05,2.0
2181,90500,2268.0078125,1.05,1.0
2182,91000,1179.5078125,1.05,1.0
2183,127800,-16.90909090909091,1.05,11.0
2184,130000,-1733.7786458333333,1.05,6.0
2185,127900,409.81597222222223,1.05,9.0
2186,130100,-2046.975,1.05,5.0
2187,86700,3203.234375,1.05,1.0
2188,128800,-664.326171875,1.05,8.0
2189,129900,-963.3567708333334,1.05,3.0
2190,130400,-161.11067708333334,1.05,6.0
2191,130300,419.1171875,1.05,5.0
2192,131400,-2554.546875,1.05,1.0
2193,132000,-2647.12109375,1.05,2.0
2194,84700,6016.890625,1.05,1.0
2195,90800,1625.796875,1.05,2.0
2196,131000,-1657.9921875,1.05,1.0
2197,131800,-2703.0625,1.05,1.0
2198,131900,-4048.1171875,1.05,1.0
2199,130600,1341.6484375,1.05,1.0
2200,131700,-4590.53125,1.05,1.0
2201,134500,-3699.3515625,1.05,1.0
2202,132800,-1467.015625,1.05,1.0
2203,131300,-789.34375,1.05,1.0
2204,130500,1451.3828125,1.05,2.0
2205,133400,-670.078125,1.05,1.0
2206,132700,-1508.0,1.05,1.0
2207,79000,1005.828125,1.10,1.0
2208,80000,2916.2890625,1.10,1.0
2209,82900,2266.296875,1.10,1.0
2210,85200,-201.7421875,1.10,1.0
2211,85000,1581.28125,1.10,1.0
2212,86600,-714.1015625,1.10,1.0
2213,85900,3482.9609375,1.10,1.0
2214,89400,1958.1640625,1.10,2.0
2215,91900,1560.1302083333333,1.10,3.0
2216,91000,5049.671875,1.10,2.0
2217,93000,2195.9427083333335,1.10,3.0
2218,93400,2938.30859375,1.10,6.0
2219,92900,2744.3984375,1.10,2.0
2220,92100,1587.28125,1.10,6.0
2221,93500,1108.46484375,1.10,2.0
2222,94800,1652.9575892857142,1.10,7.0
2223,95000,1279.25,1.10,2.0
2224,96200,2321.7569444444443,1.10,9.0
2225,96000,1343.2395833333333,1.10,6.0
2226,95700,929.505859375,1.10,4.0
2227,97200,654.9140625,1.10,11.0
2228,96600,1793.2765625,1.10,10.0
2229,95400,689.7395833333334,1.10,6.0
