,Rbin,mean,v,npt
0,67600,-245.015625,0.70,2.0
1,67100,49.80859375,0.70,2.0
2,66900,186.1484375,0.70,1.0
3,67400,413.26953125,0.70,2.0
4,67000,278.40625,0.70,1.0
5,67200,168.6875,0.70,1.0
6,68600,205.44921875,0.70,2.0
7,69000,189.89453125,0.70,2.0
8,68800,203.5390625,0.70,1.0
9,69600,-416.9140625,0.70,1.0
10,69200,548.28125,0.70,1.0
11,69800,-681.9765625,0.70,1.0
12,69100,1200.2421875,0.70,1.0
13,70300,274.796875,0.70,2.0
14,69500,491.1796875,0.70,1.0
15,70000,-303.71875,0.70,1.0
16,69700,1066.59375,0.70,1.0
17,70800,-876.9296875,0.70,1.0
18,69900,295.11328125,0.70,2.0
19,70500,275.2109375,0.70,2.0
20,71600,115.779296875,0.70,4.0
21,71300,305.0833333333333,0.70,3.0
22,70900,270.0546875,0.70,1.0
23,71200,237.671875,0.70,1.0
24,71400,161.19921875,0.70,2.0
25,71500,996.421875,0.70,1.0
26,72500,-1037.33984375,0.70,2.0
27,72300,-449.828125,0.70,1.0
28,71800,698.5234375,0.70,1.0
29,73300,-1629.6015625,0.70,1.0
30,71700,511.953125,0.70,1.0
31,72200,209.234375,0.70,1.0
32,72400,707.8828125,0.70,1.0
33,73100,-427.65625,0.70,1.0
34,72700,1185.125,0.70,1.0
35,73900,781.4375,0.70,1.0
36,74600,1153.2473958333333,0.70,3.0
37,74500,1356.1796875,0.70,4.0
38,75400,-307.40625,0.70,3.0
39,74900,196.28125,0.70,2.0
40,75100,605.98046875,0.70,4.0
41,75700,-166.416015625,0.70,4.0
42,75800,-172.080078125,0.70,4.0
43,75300,-252.078125,0.70,1.0
44,75000,324.2838541666667,0.70,3.0
45,74700,-45.96484375,0.70,2.0
46,75200,449.3265625,0.70,5.0
47,75600,1404.1026785714287,0.70,7.0
48,75500,-187.80859375,0.70,2.0
49,76000,52.947265625,0.70,4.0
50,74800,1296.375,0.70,1.0
51,76100,805.1875,0.70,5.0
52,75900,991.9973958333334,0.70,3.0
53,77500,1337.5375,0.70,5.0
54,76800,2021.1390625,0.70,5.0
55,77600,210.40494791666666,0.70,6.0
56,76700,886.296875,0.70,3.0
57,78200,191.796875,0.70,4.0
58,77400,73.765625,0.70,2.0
59,77300,1093.537109375,0.70,4.0
60,76600,469.1953125,0.70,2.0
61,78100,1197.796875,0.70,6.0
62,79200,1424.2610677083333,0.70,12.0
63,78400,1074.560546875,0.70,4.0
64,77800,1120.9375,0.70,4.0
65,79000,1049.8921875,0.70,5.0
66,78000,2089.8390625,0.70,5.0
67,78800,965.7096354166666,0.70,6.0
68,78600,-357.8411458333333,0.70,3.0
69,78700,655.9752604166666,0.70,6.0
70,78900,1144.23828125,0.70,4.0
71,79300,250.6765625,0.70,5.0
72,79500,177.24479166666666,0.70,6.0
73,79700,-184.9328125,0.70,10.0
74,79100,614.03125,0.70,7.0
75,79800,745.2220982142857,0.70,14.0
76,80400,669.9098011363636,0.70,11.0
77,79600,1268.9778645833333,0.70,6.0
78,80100,580.15625,0.70,15.0
79,80700,617.8857421875,0.70,8.0
80,80300,348.8923611111111,0.70,9.0
81,79400,988.3984375,0.70,4.0
82,80600,990.9739583333334,0.70,9.0
83,80900,370.05965909090907,0.70,11.0
84,80800,551.1788194444445,0.70,9.0
85,81100,707.2197265625,0.70,8.0
86,80000,369.7822265625,0.70,8.0
87,84400,252.1611328125,0.70,24.0
88,82700,732.8695913461538,0.70,13.0
89,82100,843.7897135416666,0.70,12.0
90,83000,141.9296875,0.70,22.0
91,83300,643.7020596590909,0.70,22.0
92,82200,687.30546875,0.70,10.0
93,82900,443.4718070652174,0.70,23.0
94,82600,988.6493055555555,0.70,9.0
95,81700,1184.1028645833333,0.70,12.0
96,82400,616.4308035714286,0.70,14.0
97,82300,320.2310855263158,0.70,19.0
98,85500,151.2765625,0.70,25.0
99,83900,601.596484375,0.70,20.0
100,83100,560.4175347222222,0.70,18.0
101,82800,954.54609375,0.70,10.0
102,83500,569.6953125,0.70,13.0
103,84000,67.38645833333334,0.70,15.0
104,84100,500.8106398809524,0.70,21.0
105,83400,333.8728693181818,0.70,22.0
106,82500,596.126953125,0.70,8.0
107,83200,270.30357142857144,0.70,14.0
108,83800,410.3072916666667,0.70,24.0
109,72900,2339.4921875,0.70,1.0
110,81400,656.6776041666667,0.70,15.0
111,81500,696.5234375,0.70,11.0
112,81900,556.109375,0.70,7.0
113,81600,445.2795138888889,0.70,9.0
114,81300,366.79296875,0.70,8.0
115,82000,788.6181640625,0.70,8.0
116,84700,-15.790900735294118,0.70,17.0
117,83600,425.946875,0.70,15.0
118,84200,245.8999255952381,0.70,21.0
119,87200,627.771484375,0.70,40.0
120,84600,405.1654211956522,0.70,23.0
121,84300,704.4185267857143,0.70,21.0
122,86100,257.7575,0.70,25.0
123,87300,714.0810267857142,0.70,35.0
124,86400,190.18255208333332,0.70,30.0
125,85900,399.1995738636364,0.70,33.0
126,86600,469.7253787878788,0.70,33.0
127,87100,790.1936961206897,0.70,29.0
128,88200,175.81828703703704,0.70,27.0
129,87900,440.3364955357143,0.70,42.0
130,87500,132.151611328125,0.70,32.0
131,89400,352.47484375,0.70,50.0
132,87700,271.59581801470586,0.70,34.0
133,88500,300.5390625,0.70,39.0
134,88100,232.28053977272728,0.70,33.0
135,86300,80.30902777777777,0.70,18.0
136,87800,510.0095486111111,0.70,45.0
137,89000,99.15950520833333,0.70,48.0
138,87400,62.70853365384615,0.70,26.0
139,88000,409.2505580357143,0.70,42.0
140,88300,288.5735012755102,0.70,49.0
141,90400,227.03696986607142,0.70,56.0
142,89100,145.7061434659091,0.70,44.0
143,88700,320.765625,0.70,41.0
144,88800,74.22926136363637,0.70,55.0
145,88400,283.6662326388889,0.70,36.0
146,88900,184.93024553571428,0.70,42.0
147,88600,71.3935546875,0.70,40.0
148,89700,320.090625,0.70,55.0
149,89900,262.82591391509436,0.70,53.0
150,90000,365.304443359375,0.70,64.0
151,89200,239.67099056603774,0.70,53.0
152,90200,221.06127450980392,0.70,51.0
153,90800,87.48233695652173,0.70,46.0
154,90500,470.55141129032256,0.70,62.0
155,90100,130.9462453358209,0.70,67.0
156,89300,574.4494791666667,0.70,45.0
157,91400,169.08237591911765,0.70,68.0
158,91000,253.85363520408163,0.70,49.0
159,92200,299.42126623376623,0.70,77.0
160,91500,179.84447674418604,0.70,86.0
161,93000,258.42894345238096,0.70,84.0
162,90300,248.45172574626866,0.70,67.0
163,91900,30.39125,0.70,75.0
164,92800,127.55989583333333,0.70,63.0
165,91700,237.35416666666666,0.70,78.0
166,91800,-99.03125,0.70,73.0
167,91600,88.38292738970588,0.70,68.0
168,92400,36.201740506329116,0.70,79.0
169,90600,299.2954445422535,0.70,71.0
170,92100,303.91883680555554,0.70,72.0
171,92500,241.44578313253012,0.70,83.0
172,92700,-37.08239583333334,0.70,75.0
173,91200,152.1298668032787,0.70,61.0
174,93600,328.6189123376623,0.70,77.0
175,93100,104.00923295454545,0.70,66.0
176,92900,238.8837453358209,0.70,67.0
177,92300,324.1864720394737,0.70,76.0
178,93500,111.1190518465909,0.70,88.0
179,93800,231.44571940104166,0.70,96.0
180,94000,122.15861525229357,0.70,109.0
181,93300,-30.01280886627907,0.70,86.0
182,77700,1214.82421875,0.70,2.0
183,81200,101.85602678571429,0.70,7.0
184,81800,872.4484375,0.70,10.0
185,85200,309.7567934782609,0.70,23.0
186,85700,582.8119612068965,0.70,29.0
187,86800,221.4357244318182,0.70,22.0
188,85600,-22.658627717391305,0.70,23.0
189,86700,352.66127232142856,0.70,28.0
190,86000,301.5188577586207,0.70,29.0
191,86500,222.8946875,0.70,25.0
192,87600,261.9814189189189,0.70,37.0
193,90700,146.07466947115384,0.70,52.0
194,92000,81.29073033707866,0.70,89.0
195,95900,4.539713541666667,0.70,96.0
196,91100,282.68105811403507,0.70,57.0
197,92600,44.3290578358209,0.70,67.0
198,93400,143.20063920454547,0.70,88.0
199,94500,325.6780073924731,0.70,93.0
200,93200,169.53227796052633,0.70,76.0
201,93700,331.0472074468085,0.70,94.0
202,93900,469.707793445122,0.70,82.0
203,98000,70.71132425742574,0.70,101.0
204,99400,-255.41525135869566,0.70,92.0
205,94300,235.3844476744186,0.70,86.0
206,95100,-15.356004901960784,0.70,102.0
207,96400,-161.08090965346534,0.70,101.0
208,94400,249.89150943396226,0.70,106.0
209,95500,270.7822164948454,0.70,97.0
210,94700,112.67904411764705,0.70,85.0
211,95200,-33.00555734536083,0.70,97.0
212,94900,27.706622023809523,0.70,105.0
213,95400,-14.227220394736841,0.70,95.0
214,95000,-69.77307242990655,0.70,107.0
215,101600,-13.521855221518987,0.70,79.0
216,95700,232.26713016055047,0.70,109.0
217,100600,28.193189538043477,0.70,92.0
218,96700,75.31886275773196,0.70,97.0
219,96600,-121.09403153153153,0.70,111.0
220,95300,11.223173945783133,0.70,83.0
221,94800,82.59346417682927,0.70,82.0
222,96800,44.89255878712871,0.70,101.0
223,99200,17.74436211340206,0.70,97.0
224,99000,135.7871303763441,0.70,93.0
225,96100,305.49038461538464,0.70,91.0
226,96200,83.10818014705882,0.70,85.0
227,100100,159.714140625,0.70,100.0
228,98400,-0.37732263513513514,0.70,74.0
229,98200,55.14145220588235,0.70,85.0
230,99300,-115.26776413690476,0.70,84.0
231,96500,232.63468309859155,0.70,71.0
232,99100,101.0715862771739,0.70,92.0
233,96000,129.29027478448276,0.70,116.0
234,97000,-24.309339887640448,0.70,89.0
235,97900,-70.38390456989248,0.70,93.0
236,102200,-250.4736778846154,0.70,65.0
237,100900,-238.27228260869566,0.70,115.0
238,99500,222.21176470588236,0.70,85.0
239,95800,125.51390796703296,0.70,91.0
240,96900,-130.9647549715909,0.70,88.0
241,73800,4565.05859375,0.70,2.0
242,85400,288.24583333333334,0.70,15.0
243,84500,714.0041118421053,0.70,19.0
244,85100,429.50071022727275,0.70,22.0
245,85800,549.6746471774194,0.70,31.0
246,86900,307.09872159090907,0.70,22.0
247,89600,426.796875,0.70,50.0
248,91300,219.97033898305085,0.70,59.0
249,97200,89.30343031609195,0.70,87.0
250,97300,-54.68181818181818,0.70,77.0
251,94600,292.69652777777776,0.70,90.0
252,94100,318.45149381868134,0.70,91.0
253,94200,205.76324404761905,0.70,105.0
254,95600,105.81276939655173,0.70,87.0
255,96300,198.62813895089286,0.70,112.0
256,90900,319.9249320652174,0.70,69.0
257,97100,88.56821842783505,0.70,97.0
258,97800,92.74698967889908,0.70,109.0
259,98100,-120.2210618622449,0.70,98.0
260,97500,212.83040730337078,0.70,89.0
261,97600,-43.005208333333336,0.70,78.0
262,98500,-81.14304577464789,0.70,71.0
263,97400,44.607868975903614,0.70,83.0
264,97700,130.10196109693877,0.70,98.0
265,98700,-1.1584051724137931,0.70,87.0
266,99800,30.84664351851852,0.70,81.0
267,98600,-8.144886363636363,0.70,88.0
268,98300,166.2937677556818,0.70,88.0
269,99600,-94.09282594086021,0.70,93.0
270,102100,-211.8328354779412,0.70,68.0
271,100400,305.8929586038961,0.70,77.0
272,101500,193.61182369402985,0.70,67.0
273,101000,161.83141942771084,0.70,83.0
274,102700,-348.63185307017545,0.70,57.0
275,99700,-25.256392045454547,0.70,99.0
276,102000,-505.6453339041096,0.70,73.0
277,100200,128.44091322815535,0.70,103.0
278,103200,-350.62623355263156,0.70,38.0
279,100700,-4.891493055555555,0.70,81.0
280,101400,144.44319852941177,0.70,85.0
281,103500,-365.0253232758621,0.70,58.0
282,100300,-20.681354166666665,0.70,75.0
283,100800,310.5101102941176,0.70,85.0
284,100500,145.42872191011236,0.70,89.0
285,101300,26.129079861111112,0.70,90.0
286,101100,-13.569148936170214,0.70,94.0
287,101700,13.41468253968254,0.70,63.0
288,102500,79.5732421875,0.70,64.0
289,101200,164.23746905940595,0.70,101.0
290,101900,-15.48610197368421,0.70,95.0
291,102400,13.736328125,0.70,88.0
292,102800,-309.32578125,0.70,60.0
293,102600,-331.44599780701753,0.70,57.0
294,105100,-654.2,0.70,20.0
295,103000,-136.79136782786884,0.70,61.0
296,104100,-606.9119318181819,0.70,33.0
297,102300,22.06195746527778,0.70,72.0
298,103400,-480.30324074074076,0.70,54.0
299,103100,-203.58830492424244,0.70,66.0
300,102900,-270.6836674528302,0.70,53.0
301,101800,-5.446428571428571,0.70,84.0
302,103900,-540.2467730978261,0.70,46.0
303,103300,-281.75306919642856,0.70,56.0
304,104200,-664.2693359375,0.70,40.0
305,103600,-89.81202168367346,0.70,49.0
306,103800,-3.146484375,0.70,44.0
307,104300,-749.8331473214286,0.70,28.0
308,104900,-437.6915625,0.70,25.0
309,107600,-1934.6859375,0.70,10.0
310,106300,-85.41059027777777,0.70,18.0
311,104000,-79.96938344594595,0.70,37.0
312,85000,485.0303308823529,0.70,17.0
313,89500,290.3203125,0.70,49.0
314,98900,156.86867088607596,0.70,79.0
315,98800,181.73167067307693,0.70,78.0
316,99900,125.9508495145631,0.70,103.0
317,100000,59.232747395833336,0.70,72.0
318,106200,-144.273828125,0.70,20.0
319,105300,-24.662667410714285,0.70,28.0
320,105900,-643.8716517857143,0.70,21.0
321,105500,-783.0134943181819,0.70,22.0
322,104400,-564.1277901785714,0.70,28.0
323,104700,220.56510416666666,0.70,33.0
324,106400,167.3935546875,0.70,24.0
325,105400,-207.7236328125,0.70,24.0
326,103700,-719.8131167763158,0.70,38.0
327,104500,-450.9742647058824,0.70,34.0
328,85300,533.3175951086956,0.70,23.0
329,89800,124.84175531914893,0.70,47.0
330,107300,-1344.90625,0.70,9.0
331,104600,-38.31747159090909,0.70,33.0
332,105700,-196.02294921875,0.70,16.0
333,106100,-470.26065340909093,0.70,22.0
334,105200,-3.0772235576923075,0.70,26.0
335,106000,-208.98930921052633,0.70,19.0
336,105600,-383.86778846153845,0.70,13.0
337,105000,-163.4125,0.70,25.0
338,104800,-198.05397727272728,0.70,22.0
339,107200,-425.92329545454544,0.70,11.0
340,81000,1443.84140625,0.70,10.0
341,87000,14.26025390625,0.70,16.0
342,84900,860.3249289772727,0.70,22.0
343,84800,257.9517463235294,0.70,17.0
344,86200,768.2196875,0.70,25.0
345,78500,1582.1953125,0.70,4.0
346,76400,1870.9140625,0.70,4.0
347,74200,2138.4375,0.70,1.0
348,76300,501.6692708333333,0.70,3.0
349,83700,893.4497767857143,0.70,14.0
350,77000,1311.034375,0.70,5.0
351,80200,1183.064732142857,0.70,7.0
352,70600,897.796875,0.70,1.0
353,71900,2248.796875,0.70,1.0
354,74100,2092.453125,0.70,1.0
355,76200,1422.109375,0.70,2.0
356,76900,1211.90625,0.70,1.0
357,78300,-412.96875,0.70,1.0
358,77900,1337.77734375,0.70,2.0
359,77200,1028.67578125,0.70,2.0
360,79900,1407.8171875,0.70,5.0
361,80500,739.3697916666666,0.70,3.0
362,73500,2771.8671875,0.70,1.0
363,77100,1606.2421875,0.70,3.0
364,105800,-513.7436755952381,0.70,21.0
365,106900,-103.22433035714286,0.70,14.0
366,107100,537.9776785714286,0.70,7.0
367,107800,-386.248046875,0.70,8.0
368,106700,-643.6314338235294,0.70,17.0
369,108300,-149.37083333333334,0.70,15.0
370,108400,179.98003472222223,0.70,9.0
371,107400,477.2265625,0.70,9.0
372,107900,459.4661458333333,0.70,6.0
373,108700,-1171.8796875,0.70,5.0
374,107000,201.5206801470588,0.70,17.0
375,106600,79.8984375,0.70,17.0
376,106800,-420.771875,0.70,20.0
377,106500,-285.70596590909093,0.70,11.0
378,107500,-354.1953125,0.70,17.0
379,108000,-897.4051339285714,0.70,7.0
380,108500,-738.38359375,0.70,10.0
381,109000,-164.87630208333334,0.70,6.0
382,108900,-783.0011160714286,0.70,7.0
383,108100,-102.44357638888889,0.70,9.0
384,109800,-1582.0208333333333,0.70,6.0
385,109300,-171.404296875,0.70,4.0
386,109500,-273.6078125,0.70,5.0
387,108200,-1170.30078125,0.70,8.0
388,108600,-51.841145833333336,0.70,6.0
389,109200,-1169.359375,0.70,3.0
390,109600,-576.37109375,0.70,4.0
391,110000,-272.4505208333333,0.70,3.0
392,107700,100.02008928571429,0.70,7.0
393,110300,-1012.6380208333334,0.70,3.0
394,110200,687.078125,0.70,1.0
395,110800,-1043.975,0.70,5.0
396,109900,1028.0677083333333,0.70,3.0
397,110500,-878.9661458333334,0.70,3.0
398,109400,-1017.34765625,0.70,2.0
399,109100,-327.5885416666667,0.70,3.0
400,110400,-947.375,0.70,1.0
401,109700,-198.6796875,0.70,1.0
402,110100,423.34765625,0.70,2.0
403,111500,-2091.638671875,0.70,4.0
404,110600,30.92578125,0.70,2.0
405,112400,-1654.5546875,0.70,1.0
406,111600,-164.734375,0.70,1.0
407,111400,315.875,0.70,1.0
408,111700,261.4453125,0.70,1.0
409,112000,49.03125,0.70,1.0
410,112100,-3275.796875,0.70,1.0
411,108800,-320.986328125,0.70,4.0
412,111000,-695.84375,0.70,2.0
413,111800,-3105.7734375,0.70,1.0
414,111200,-3026.6171875,0.70,1.0
415,111300,-1710.4296875,0.70,1.0
416,110700,-2571.0234375,0.70,1.0
417,67700,2303.71875,0.80,1.0
418,70100,-559.90625,0.80,1.0
419,69500,1402.8359375,0.80,1.0
420,70900,285.421875,0.80,1.0
421,71200,157.0078125,0.80,1.0
422,71300,603.59375,0.80,1.0
423,71900,-1164.625,0.80,1.0
424,70800,4044.3515625,0.80,1.0
425,74800,-1076.0833333333333,0.80,3.0
426,71400,1053.03125,0.80,2.0
427,73500,-1137.796875,0.80,1.0
428,72400,1980.734375,0.80,1.0
429,74400,-977.5,0.80,1.0
430,73400,1370.25,0.80,1.0
431,74500,892.6015625,0.80,3.0
432,74700,494.6953125,0.80,1.0
433,75200,352.8828125,0.80,1.0
434,75600,657.0546875,0.80,1.0
435,76200,245.63020833333334,0.80,3.0
436,75300,2557.4895833333335,0.80,3.0
437,76000,1105.8984375,0.80,1.0
438,77100,-509.8359375,0.80,2.0
439,75900,432.0234375,0.80,1.0
440,76300,-30.994140625,0.80,4.0
441,76100,204.484375,0.80,1.0
442,76700,1072.44921875,0.80,2.0
443,76900,1413.2838541666667,0.80,3.0
444,77800,-90.17578125,0.80,2.0
445,78000,1415.9427083333333,0.80,3.0
446,77400,-544.4140625,0.80,1.0
447,76800,788.5359375,0.80,5.0
448,77300,-188.546875,0.80,5.0
449,78400,604.630859375,0.80,8.0
450,78800,1401.2640625,0.80,5.0
451,78100,1280.7359375,0.80,5.0
452,77900,1720.4817708333333,0.80,3.0
453,78300,203.0078125,0.80,4.0
454,77600,1594.10546875,0.80,2.0
455,79100,-251.60546875,0.80,4.0
456,78500,1385.6432291666667,0.80,3.0
457,81700,-402.330078125,0.80,4.0
458,77500,833.90234375,0.80,4.0
459,80500,-107.953125,0.80,5.0
460,79700,187.171875,0.80,10.0
461,79200,439.82421875,0.80,8.0
462,78900,882.263671875,0.80,4.0
463,77700,2362.6302083333335,0.80,3.0
464,80100,1277.2586805555557,0.80,9.0
465,78600,1593.1495535714287,0.80,7.0
466,80000,-136.1609375,0.80,5.0
467,78200,756.8177083333334,0.80,3.0
468,79000,-564.01953125,0.80,2.0
469,80300,872.5765625,0.80,5.0
470,80200,536.111328125,0.80,8.0
471,81800,1195.181919642857,0.80,7.0
472,79500,1966.7828125,0.80,5.0
473,80700,-519.0963541666666,0.80,3.0
474,78700,1167.171875,0.80,5.0
475,81300,-102.01388888888889,0.80,9.0
476,79900,1213.9046875,0.80,5.0
477,79300,629.25,0.80,1.0
478,82200,-127.408203125,0.80,8.0
479,81600,875.6814236111111,0.80,9.0
480,82100,493.3525390625,0.80,8.0
481,80800,410.2234375,0.80,5.0
482,81400,309.5375,0.80,5.0
483,80900,710.5833333333334,0.80,6.0
484,81500,539.765625,0.80,4.0
485,81100,951.421875,0.80,3.0
486,82400,274.1953125,0.80,5.0
487,82300,911.623046875,0.80,8.0
488,81000,1548.08203125,0.80,6.0
489,82800,651.4637784090909,0.80,11.0
490,83300,386.3873697916667,0.80,12.0
491,83500,1462.20703125,0.80,12.0
492,85200,1122.1008522727273,0.80,11.0
493,83200,571.0384114583334,0.80,12.0
494,84400,530.2612847222222,0.80,9.0
495,83800,147.89609375,0.80,10.0
496,82500,1725.5011160714287,0.80,7.0
497,83400,646.4459635416666,0.80,12.0
498,83600,852.360546875,0.80,20.0
499,84200,907.2428977272727,0.80,11.0
500,84700,579.59765625,0.80,18.0
501,84500,174.2950721153846,0.80,13.0
502,84000,464.7076822916667,0.80,12.0
503,82700,1009.240234375,0.80,4.0
504,84100,399.8849826388889,0.80,18.0
505,84300,620.42578125,0.80,14.0
506,85800,576.0147058823529,0.80,17.0
507,83900,318.25669642857144,0.80,14.0
508,83100,1553.2350852272727,0.80,11.0
509,84800,-25.529296875,0.80,8.0
510,85500,406.5651041666667,0.80,21.0
511,84600,501.17410714285717,0.80,14.0
512,85400,537.46875,0.80,16.0
513,85100,294.78308823529414,0.80,17.0
514,85300,765.4559151785714,0.80,14.0
515,85000,396.9296875,0.80,10.0
516,84900,102.62079326923077,0.80,13.0
517,83700,839.4581473214286,0.80,14.0
518,72900,1662.6640625,0.80,1.0
519,77000,1536.54296875,0.80,2.0
520,79400,412.796875,0.80,3.0
521,82600,766.1883680555555,0.80,9.0
522,81900,960.8694196428571,0.80,7.0
523,82900,1471.2350852272727,0.80,11.0
524,86700,349.1779119318182,0.80,22.0
525,86400,510.29481907894734,0.80,19.0
526,86800,314.93777901785717,0.80,28.0
527,86600,853.7660590277778,0.80,18.0
528,87000,717.3449835526316,0.80,19.0
529,88300,265.6646875,0.80,25.0
530,85900,881.05419921875,0.80,16.0
531,87100,-147.46337890625,0.80,16.0
532,86500,381.78053977272725,0.80,11.0
533,86200,263.7220052083333,0.80,12.0
534,88700,745.1019345238095,0.80,21.0
535,87200,225.59,0.80,25.0
536,87600,110.42795138888889,0.80,18.0
537,87700,283.87642045454544,0.80,22.0
538,87800,672.5096153846154,0.80,26.0
539,87400,701.1526442307693,0.80,26.0
540,88500,582.83837890625,0.80,32.0
541,88000,339.4300130208333,0.80,24.0
542,88200,441.4357244318182,0.80,22.0
543,88600,446.7734375,0.80,23.0
544,88100,646.9241536458334,0.80,24.0
545,88900,598.0346966911765,0.80,34.0
546,93000,264.38465073529414,0.80,51.0
547,88800,378.07275390625,0.80,32.0
548,89700,91.98871527777777,0.80,45.0
549,89800,-14.51015625,0.80,30.0
550,89200,129.8497596153846,0.80,26.0
551,90300,313.9621875,0.80,25.0
552,90100,135.92795138888889,0.80,36.0
553,90500,402.01231971153845,0.80,26.0
554,90000,-66.84334935897436,0.80,39.0
555,90400,325.4075168918919,0.80,37.0
556,90700,332.9290364583333,0.80,36.0
557,90800,356.9074337121212,0.80,33.0
558,90600,328.4248046875,0.80,32.0
559,90200,380.42784926470586,0.80,34.0
560,91900,373.33655753968253,0.80,63.0
561,91500,200.57201086956522,0.80,46.0
562,90900,-1.162828947368421,0.80,38.0
563,91100,290.899375,0.80,50.0
564,89500,496.5641084558824,0.80,34.0
565,92000,276.75249335106383,0.80,47.0
566,93700,340.409912109375,0.80,64.0
567,93400,436.2492629716981,0.80,53.0
568,92600,219.6110899390244,0.80,41.0
569,91300,422.0975506756757,0.80,37.0
570,91600,108.73400297619048,0.80,42.0
571,92300,487.39471726190476,0.80,42.0
572,91700,202.78081597222223,0.80,54.0
573,91000,425.6446940104167,0.80,48.0
574,89900,211.44791666666666,0.80,24.0
575,91400,482.539314516129,0.80,31.0
576,92200,-26.3640625,0.80,50.0
577,91200,39.97521551724138,0.80,29.0
578,91800,539.6051682692307,0.80,39.0
579,93100,214.5498903508772,0.80,57.0
580,92400,447.94248670212767,0.80,47.0
581,94100,369.073828125,0.80,60.0
582,93800,441.22142269736844,0.80,38.0
583,92700,210.90433673469389,0.80,49.0
584,93500,223.38506355932202,0.80,59.0
585,94600,10.2088623046875,0.80,64.0
586,93200,314.560625,0.80,75.0
587,92900,395.44407894736844,0.80,57.0
588,94300,384.28596047794116,0.80,68.0
589,94500,216.4381620762712,0.80,59.0
590,94400,79.30123197115384,0.80,52.0
591,94800,352.07373715753425,0.80,73.0
592,95000,403.6322916666667,0.80,60.0
593,95400,-316.6576822916667,0.80,60.0
594,93300,11.499720982142858,0.80,56.0
595,92500,173.6749320652174,0.80,46.0
596,94000,453.9516433189655,0.80,58.0
597,94700,294.01143973214283,0.80,56.0
598,92800,385.1274671052632,0.80,38.0
599,79600,1740.53515625,0.80,6.0
600,80600,1846.080078125,0.80,4.0
601,85700,1103.40234375,0.80,6.0
602,87300,1154.228515625,0.80,12.0
603,89000,258.17020089285717,0.80,28.0
604,89300,725.303125,0.80,20.0
605,89400,446.21763392857144,0.80,28.0
606,89600,322.9009712837838,0.80,37.0
607,93600,300.0087890625,0.80,48.0
608,93900,212.41483094262296,0.80,61.0
609,95300,289.51360887096774,0.80,93.0
610,95200,343.19414645522386,0.80,67.0
611,95700,297.4781858766234,0.80,77.0
612,96600,256.02620967741933,0.80,93.0
613,95100,508.7202280405405,0.80,74.0
614,94900,639.9722481343283,0.80,67.0
615,97100,107.6893284574468,0.80,94.0
616,96900,337.8823190789474,0.80,95.0
617,96700,61.448492005813954,0.80,86.0
618,97400,102.32716686320755,0.80,106.0
619,95600,284.9651731927711,0.80,83.0
620,98300,-129.051513671875,0.80,128.0
621,97500,28.612208946078432,0.80,102.0
622,96400,105.12316176470588,0.80,85.0
623,98200,131.55014534883722,0.80,86.0
624,95900,220.69145447530863,0.80,81.0
625,97000,14.581629672897197,0.80,107.0
626,97200,370.72458964646466,0.80,99.0
627,98600,-97.85076121794872,0.80,117.0
628,98400,38.603804976851855,0.80,108.0
629,98800,309.00738324175825,0.80,91.0
630,98000,42.323190789473685,0.80,95.0
631,97600,178.49561403508773,0.80,114.0
632,96200,124.65571384803921,0.80,102.0
633,99000,121.22148840206185,0.80,97.0
634,100500,-65.143359375,0.80,100.0
635,98900,-34.811018318965516,0.80,116.0
636,96300,242.79624155405406,0.80,111.0
637,97900,53.79582331730769,0.80,104.0
638,96500,299.2765827922078,0.80,77.0
639,99500,86.25639204545455,0.80,88.0
640,97700,348.27485795454544,0.80,99.0
641,98500,74.89360119047619,0.80,105.0
642,98700,-67.5362278761062,0.80,113.0
643,98100,176.84367340686273,0.80,102.0
644,100000,3.8765092329545454,0.80,88.0
645,99600,476.4892378826531,0.80,98.0
646,99800,-10.619157608695652,0.80,115.0
647,99100,100.0628094059406,0.80,101.0
648,99400,-15.337345157657658,0.80,111.0
649,99300,-44.98247876213592,0.80,103.0
650,100600,158.10885416666667,0.80,105.0
651,99200,51.760986328125,0.80,96.0
652,97800,85.10163352272727,0.80,110.0
653,101300,68.83757440476191,0.80,105.0
654,100700,-40.19259510869565,0.80,92.0
655,99900,33.267205056179776,0.80,89.0
656,86100,587.96796875,0.80,10.0
657,87900,514.6166087962963,0.80,27.0
658,89100,512.5559375,0.80,25.0
659,92100,120.29140625,0.80,40.0
660,94200,115.31907242063492,0.80,63.0
661,95800,140.0131076388889,0.80,90.0
662,95500,177.32310956790124,0.80,81.0
663,96100,157.71103050595238,0.80,84.0
664,97300,-63.84125,0.80,100.0
665,101400,104.85019720873787,0.80,103.0
666,100100,130.83026315789473,0.80,95.0
667,101900,355.0557454427083,0.80,96.0
668,100200,259.966061827957,0.80,93.0
669,100300,282.0629306102362,0.80,127.0
670,100900,-222.7995364010989,0.80,91.0
671,100400,56.310279605263155,0.80,95.0
672,99700,5.929315476190476,0.80,126.0
673,101500,-202.2578125,0.80,97.0
674,101700,113.16814236111111,0.80,90.0
675,101600,89.00560661764706,0.80,85.0
676,102000,-249.9700168918919,0.80,74.0
677,102500,48.499368686868685,0.80,99.0
678,102700,-120.88362630208333,0.80,96.0
679,101800,2.4695723684210527,0.80,76.0
680,106000,-255.58638822115384,0.80,52.0
