,Rbin,std,v_index,npt,v
3250,143200,1989.4582181718217,6,4.0,1.15
3251,143600,2089.8146047617215,6,3.0,1.15
3252,144300,603.4714435688942,6,2.0,1.15
3253,139900,2375.688442048739,6,7.0,1.15
3254,141300,2091.314319957479,6,4.0,1.15
3255,141400,922.6528154704281,6,2.0,1.15
3256,142100,2150.2012361537304,6,2.0,1.15
3257,141000,661.6233118620568,6,4.0,1.15
3258,142500,2832.8265644903895,6,3.0,1.15
3259,141600,2195.980651042956,6,4.0,1.15
3260,142600,2858.7564442519556,6,3.0,1.15
3261,143500,3441.7207234475036,6,2.0,1.15
3262,144700,3151.9954186033465,6,3.0,1.15
3263,144100,2616.694036700061,6,4.0,1.15
3264,144000,,6,1.0,1.15
3265,141800,2443.487526515396,6,3.0,1.15
3266,141700,,6,1.0,1.15
3267,140200,1060.093156782904,6,3.0,1.15
3268,141500,2012.9781100805374,6,3.0,1.15
3269,142000,1567.5916075298587,6,3.0,1.15
3270,143000,3067.1908617212857,6,3.0,1.15
3271,144500,490.24597023139825,6,2.0,1.15
3272,144200,3304.0262799637967,6,4.0,1.15
3273,143900,,6,1.0,1.15
3274,142800,2185.4470597924806,6,3.0,1.15
3275,143700,,6,1.0,1.15
3276,142200,,6,1.0,1.15
3277,143400,,6,1.0,1.15
3278,145100,3044.028401747351,6,2.0,1.15
3279,145300,1405.4699625075834,6,3.0,1.15
3280,146000,,6,1.0,1.15
3281,147100,1764.275529952505,6,3.0,1.15
3282,145200,,6,1.0,1.15
3283,147200,,6,1.0,1.15
3284,148700,385.1632734210036,6,2.0,1.15
3285,145800,,6,1.0,1.15
3286,146900,643.0473262284287,6,2.0,1.15
3287,146500,,6,1.0,1.15
3288,145700,2330.0052323573223,6,2.0,1.15
3289,145500,,6,1.0,1.15
3290,146200,,6,1.0,1.15
3291,146800,255.84007226805772,6,2.0,1.15
3292,145900,,6,1.0,1.15
3293,147400,,6,1.0,1.15
3294,146100,1503.6183760193692,6,2.0,1.15
3295,145000,,6,1.0,1.15
3296,148100,,6,1.0,1.15
3297,148800,,6,1.0,1.15
3298,149200,,6,1.0,1.15
3299,147300,,6,1.0,1.15
3300,83100,,7,1.0,1.20
3301,90500,1660.3253921281098,7,2.0,1.20
3302,93600,,7,1.0,1.20
3303,93900,406.4703894759764,7,2.0,1.20
3304,95700,2959.689345275671,7,2.0,1.20
3305,96700,1617.2216251180137,7,7.0,1.20
3306,98600,2908.4130550961904,7,2.0,1.20
3307,97200,2022.3922614386136,7,3.0,1.20
3308,100000,1686.053871911602,7,9.0,1.20
3309,100500,2117.546138400388,7,5.0,1.20
3310,101000,2493.7023380507067,7,5.0,1.20
3311,101300,1536.7862264414102,7,5.0,1.20
3312,100600,3641.113787198654,7,2.0,1.20
3313,101900,125.85948277947745,7,2.0,1.20
3314,102100,1493.441224901263,7,7.0,1.20
3315,101600,1295.3239633165983,7,4.0,1.20
3316,103500,1826.3079635015654,7,6.0,1.20
3317,103600,3178.0638066842976,7,2.0,1.20
3318,102900,1598.5663820474479,7,7.0,1.20
3319,105000,2243.5426309750756,7,4.0,1.20
3320,103800,2184.390953878446,7,2.0,1.20
3321,105200,1805.9630338533443,7,9.0,1.20
3322,106100,2413.781807955537,7,10.0,1.20
3323,104300,1089.8495204820351,7,3.0,1.20
3324,105300,2223.0860033635945,7,7.0,1.20
3325,105100,2434.798915431658,7,13.0,1.20
3326,106400,843.8434015550287,7,8.0,1.20
3327,107800,1818.9227736927326,7,7.0,1.20
3328,107300,1138.1407373406792,7,5.0,1.20
3329,107200,1842.5332584387804,7,9.0,1.20
3330,108000,2227.8000483275805,7,8.0,1.20
3331,109100,2019.7149825186316,7,7.0,1.20
3332,110200,1824.982757311324,7,8.0,1.20
3333,106800,740.0354235444314,7,5.0,1.20
3334,107100,1849.8013667844493,7,7.0,1.20
3335,109700,1419.3100820756865,7,9.0,1.20
3336,111700,1615.3013620485622,7,13.0,1.20
3337,110400,2098.130789484998,7,14.0,1.20
3338,111000,854.7290577806868,7,8.0,1.20
3339,110900,1234.0500588626014,7,13.0,1.20
3340,111400,1712.7588404102391,7,13.0,1.20
3341,112800,1441.6346827394339,7,11.0,1.20
3342,110800,809.2099049012396,7,13.0,1.20
3343,113400,2097.3033081947606,7,16.0,1.20
3344,111500,2157.6890511753622,7,7.0,1.20
3345,113100,1622.8990006504791,7,9.0,1.20
3346,111300,1228.9367094996433,7,6.0,1.20
3347,112000,2158.391286891867,7,10.0,1.20
3348,114600,1711.8244462692344,7,8.0,1.20
3349,112600,1892.5523836312914,7,19.0,1.20
3350,115300,1544.7693153017267,7,18.0,1.20
3351,115100,1194.659790725986,7,20.0,1.20
3352,117900,1722.343341935559,7,22.0,1.20
3353,114400,1459.9631374937637,7,15.0,1.20
3354,116200,1870.4466946537882,7,27.0,1.20
3355,113500,1328.7902764922499,7,16.0,1.20
3356,116300,1343.1336990441655,7,22.0,1.20
3357,114700,1658.6960885499182,7,13.0,1.20
3358,114000,1890.0159239254274,7,12.0,1.20
3359,116500,1731.473098412659,7,25.0,1.20
3360,117500,1738.6944256131706,7,24.0,1.20
3361,113800,1591.363237537745,7,18.0,1.20
3362,115400,2036.4353973427906,7,21.0,1.20
3363,114300,1715.154352632259,7,18.0,1.20
3364,116700,1457.1875992970224,7,17.0,1.20
3365,115800,1375.7459759271494,7,25.0,1.20
3366,114900,1789.3922832690253,7,15.0,1.20
3367,115900,1680.702943095511,7,20.0,1.20
3368,114200,1278.8631937308853,7,13.0,1.20
3369,116800,1901.1534909137902,7,27.0,1.20
3370,116100,1978.138615153018,7,11.0,1.20
3371,115500,1574.7030499177326,7,17.0,1.20
3372,115700,2157.4434043954857,7,21.0,1.20
3373,114500,1828.9398861683255,7,16.0,1.20
3374,117800,1571.6202674128328,7,32.0,1.20
3375,118300,1889.878002393206,7,34.0,1.20
3376,116400,1402.7470029016536,7,22.0,1.20
3377,116000,1533.0621491675201,7,27.0,1.20
3378,116600,1498.2206731836714,7,22.0,1.20
3379,121800,1628.2496595990447,7,41.0,1.20
3380,119600,1450.6940839927768,7,27.0,1.20
3381,115600,1316.5639238620308,7,18.0,1.20
3382,118100,1814.5845150308,7,23.0,1.20
3383,117600,1519.459555672276,7,32.0,1.20
3384,117000,1642.5254036121135,7,26.0,1.20
3385,117100,1950.832635322599,7,17.0,1.20
3386,118200,1884.5845631428142,7,27.0,1.20
3387,118700,1696.080215423471,7,27.0,1.20
3388,119400,2026.7995704488862,7,28.0,1.20
3389,120600,1816.7714892606803,7,33.0,1.20
3390,119000,2213.4013946311425,7,25.0,1.20
3391,116900,1839.4545260772256,7,27.0,1.20
3392,120500,1625.5565130072478,7,38.0,1.20
3393,118800,1372.706149803801,7,33.0,1.20
3394,117300,1415.0884094162814,7,36.0,1.20
3395,119300,1980.1441979016583,7,38.0,1.20
3396,120000,1698.884370819637,7,24.0,1.20
3397,119800,1658.855370924919,7,28.0,1.20
3398,118600,1489.8430765473586,7,35.0,1.20
3399,118900,2093.0942152141656,7,24.0,1.20
3400,118400,1705.6155764903344,7,24.0,1.20
3401,119200,2156.7142751969386,7,25.0,1.20
3402,120200,1719.664727476162,7,43.0,1.20
3403,120300,1468.0244204930705,7,31.0,1.20
3404,120100,1615.6509039172292,7,41.0,1.20
3405,121500,1922.613507990465,7,30.0,1.20
3406,121600,1413.9372176912018,7,39.0,1.20
3407,122200,1596.1717241764834,7,47.0,1.20
3408,120400,1399.4872748528844,7,29.0,1.20
3409,119900,1815.47755408394,7,40.0,1.20
3410,122100,1867.2389142637699,7,41.0,1.20
3411,122500,1844.0875012335448,7,40.0,1.20
3412,122700,1930.6363615505752,7,44.0,1.20
3413,123400,1868.4468559746838,7,48.0,1.20
3414,121100,1538.9013623829953,7,38.0,1.20
3415,120700,1830.532698175778,7,32.0,1.20
3416,123300,1705.8889308736696,7,53.0,1.20
3417,123600,1729.8563429436736,7,49.0,1.20
3418,123500,1870.3244749464418,7,55.0,1.20
3419,121400,1525.9587797055883,7,45.0,1.20
3420,122800,1735.2108186556604,7,49.0,1.20
3421,122900,1930.048646898812,7,34.0,1.20
3422,121300,1555.4937510877721,7,38.0,1.20
3423,122600,1912.1486408802452,7,59.0,1.20
3424,124600,1929.0949356059657,7,53.0,1.20
3425,123200,1876.550550080201,7,45.0,1.20
3426,121700,1813.0200953000506,7,38.0,1.20
3427,123800,1708.7845382740027,7,43.0,1.20
3428,123000,1894.45494660634,7,30.0,1.20
3429,87500,,7,1.0,1.20
3430,94600,,7,1.0,1.20
3431,96000,3299.934765276145,7,2.0,1.20
3432,96400,,7,1.0,1.20
3433,98500,3134.999686183234,7,3.0,1.20
3434,98800,1034.7397846296165,7,3.0,1.20
3435,99900,2515.790669415222,7,4.0,1.20
3436,100800,,7,1.0,1.20
3437,102300,2033.2162068052976,7,4.0,1.20
3438,103100,1982.313493553131,7,7.0,1.20
3439,101800,265.6567031287491,7,2.0,1.20
3440,103900,1394.3908685594533,7,7.0,1.20
3441,103000,1670.154029178395,7,4.0,1.20
3442,106200,1492.2072311563606,7,3.0,1.20
3443,106600,1878.646890416722,7,7.0,1.20
3444,107400,1990.1210189383482,7,9.0,1.20
3445,105600,1983.1625251644493,7,3.0,1.20
3446,107700,2060.782255744115,7,4.0,1.20
3447,108600,1193.401950235218,7,8.0,1.20
3448,109400,1708.6029787327209,7,6.0,1.20
3449,107600,2079.776409544134,7,8.0,1.20
3450,107900,1334.8883097344149,7,9.0,1.20
3451,109200,2011.6096422500502,7,6.0,1.20
3452,108500,1645.214506526734,7,8.0,1.20
3453,108200,1369.2491291481172,7,12.0,1.20
3454,112200,1710.5840502675644,7,7.0,1.20
3455,110300,1916.161442697843,7,10.0,1.20
3456,110000,2260.532206469019,7,12.0,1.20
3457,111900,1354.376715436122,7,10.0,1.20
3458,111600,1284.037265392086,7,14.0,1.20
3459,112900,1504.8628207929662,7,11.0,1.20
3460,112100,1302.4269041592688,7,4.0,1.20
3461,110700,2776.658707492396,7,12.0,1.20
3462,113300,1834.2484919007425,7,10.0,1.20
3463,112400,2238.813147523714,7,14.0,1.20
3464,113200,1095.4059795552375,7,25.0,1.20
3465,114800,1633.4140613366894,7,17.0,1.20
3466,113600,1959.218106829957,7,16.0,1.20
3467,113900,1399.0576686228546,7,15.0,1.20
3468,112700,2026.9119816471914,7,10.0,1.20
3469,115000,1424.8198207088265,7,19.0,1.20
3470,115200,2158.3661047096384,7,14.0,1.20
3471,118000,2078.5927156156445,7,13.0,1.20
3472,114100,1787.427626679133,7,13.0,1.20
3473,117200,1765.6484893315398,7,29.0,1.20
3474,121000,1904.5618701850103,7,44.0,1.20
3475,117700,1332.1830387608597,7,32.0,1.20
3476,119100,1811.3428670109904,7,23.0,1.20
3477,124000,2086.2138021910155,7,67.0,1.20
3478,122000,1748.716968332382,7,47.0,1.20
3479,124100,2073.2898481867724,7,49.0,1.20
3480,120900,1792.184881195693,7,34.0,1.20
3481,123100,1796.8195966216026,7,33.0,1.20
3482,127500,2207.1899261800754,7,57.0,1.20
3483,124300,1905.115686523952,7,37.0,1.20
3484,122300,2125.706590271767,7,41.0,1.20
3485,105800,1146.2477136620337,7,2.0,1.20
3486,113000,2207.3767784080633,7,14.0,1.20
3487,119500,2012.7008178768685,7,31.0,1.20
3488,121200,1710.285184987341,7,29.0,1.20
3489,124500,1741.2138270808318,7,60.0,1.20
3490,125400,1865.613603138169,7,62.0,1.20
3491,126000,1884.4683097654092,7,58.0,1.20
3492,122400,1755.7684230094821,7,36.0,1.20
3493,128200,1605.9760227464433,7,78.0,1.20
3494,125500,1586.749559358361,7,71.0,1.20
3495,123900,1644.1225255715963,7,43.0,1.20
3496,126200,1651.9111532809115,7,62.0,1.20
3497,126100,1573.4897045187797,7,61.0,1.20
3498,126600,1940.558143699141,7,63.0,1.20
3499,126700,1592.3749186421437,7,64.0,1.20
3500,127800,1851.191413881381,7,68.0,1.20
3501,126300,1755.574883275682,7,68.0,1.20
3502,126500,1868.4470355979558,7,56.0,1.20
3503,128300,1744.7443819937714,7,78.0,1.20
3504,126400,1811.3314931551186,7,60.0,1.20
3505,127600,1903.8076762499618,7,73.0,1.20
3506,126900,1989.9078887482653,7,70.0,1.20
3507,128400,1951.5736759812305,7,64.0,1.20
3508,129000,1793.760311937623,7,88.0,1.20
3509,129500,1984.409863319291,7,90.0,1.20
3510,127900,1749.2460546879652,7,58.0,1.20
3511,127200,1972.4428699195646,7,59.0,1.20
3512,127700,2092.03372572319,7,72.0,1.20
3513,127100,1897.9842942528435,7,49.0,1.20
3514,129900,1513.6148440649304,7,103.0,1.20
3515,129400,1935.7117515940347,7,72.0,1.20
3516,132100,2176.534438371967,7,83.0,1.20
3517,128100,1491.6224343336764,7,75.0,1.20
3518,130000,1834.4654440349077,7,86.0,1.20
3519,129100,1920.6344857513486,7,95.0,1.20
3520,131100,1848.3257426391494,7,74.0,1.20
3521,130500,1905.7297603412226,7,76.0,1.20
3522,131600,1948.310418651681,7,60.0,1.20
3523,131900,1760.0236324294085,7,79.0,1.20
3524,128600,1680.491362120558,7,72.0,1.20
3525,130200,1727.082863747775,7,68.0,1.20
3526,129600,1846.935692500157,7,84.0,1.20
3527,131000,1923.7986904803392,7,67.0,1.20
3528,128700,1907.640459808135,7,64.0,1.20
3529,127400,1823.125570198961,7,74.0,1.20
3530,127300,1795.214529942174,7,63.0,1.20
3531,131300,1783.0611879184396,7,82.0,1.20
3532,130900,1721.624518583679,7,77.0,1.20
3533,129200,1809.2171220957011,7,79.0,1.20
3534,129300,1658.2294091055144,7,64.0,1.20
3535,132700,2117.1559441531617,7,77.0,1.20
3536,132400,1895.6982077782584,7,67.0,1.20
3537,135300,2146.891820181974,7,64.0,1.20
3538,130600,1867.1762047890722,7,80.0,1.20
3539,128000,1810.2420548610096,7,68.0,1.20
3540,129800,1950.0003678159492,7,73.0,1.20
3541,132200,2084.468658895502,7,69.0,1.20
3542,132000,2068.288546781128,7,65.0,1.20
3543,130800,2244.94906382504,7,70.0,1.20
3544,131400,1808.480333662069,7,78.0,1.20
3545,131500,1817.8418193526882,7,78.0,1.20
3546,133600,2087.928822765673,7,69.0,1.20
3547,136900,1896.0606067362519,7,63.0,1.20
3548,133000,1933.5668427460223,7,49.0,1.20
3549,130300,1636.0463681578897,7,81.0,1.20
3550,128900,1870.8419929132028,7,76.0,1.20
3551,128500,1882.6293612725638,7,76.0,1.20
3552,131200,2089.654475509015,7,81.0,1.20
3553,133700,2134.7249526557816,7,65.0,1.20
3554,133100,2095.6561907549512,7,64.0,1.20
3555,132800,2087.271560320522,7,75.0,1.20
3556,134200,2189.947119176916,7,61.0,1.20
3557,97400,1235.5586146889314,7,2.0,1.20
3558,103400,2554.0363032732926,7,6.0,1.20
3559,108400,1129.6331755100132,7,9.0,1.20
3560,109000,1407.4964547262643,7,9.0,1.20
3561,110600,1923.456200574383,7,15.0,1.20
3562,113700,1800.948462972426,7,18.0,1.20
3563,117400,1635.9639420650876,7,25.0,1.20
3564,120800,1794.8320252317035,7,42.0,1.20
3565,121900,1912.4392775348238,7,47.0,1.20
3566,123700,2060.174389438448,7,51.0,1.20
3567,124200,1939.0226022913123,7,48.0,1.20
3568,124400,1864.070447711628,7,53.0,1.20
3569,125100,1876.0462416706378,7,48.0,1.20
3570,126800,1940.794942485362,7,51.0,1.20
3571,125200,1521.5616769584594,7,62.0,1.20
3572,124800,2026.3054870783903,7,41.0,1.20
3573,127000,1771.6989308013135,7,65.0,1.20
3574,128800,1758.4234678593061,7,90.0,1.20
3575,125900,1838.9394034638915,7,68.0,1.20
3576,133800,1981.3880339379944,7,75.0,1.20
3577,132300,2270.56151260072,7,70.0,1.20
3578,130400,1838.5838673506898,7,69.0,1.20
3579,130100,1760.3022524945625,7,77.0,1.20
3580,133200,1912.0339846024697,7,86.0,1.20
3581,133300,2361.6445086174035,7,67.0,1.20
3582,133900,2044.6724275943075,7,60.0,1.20
3583,134100,2103.8019052469617,7,59.0,1.20
3584,134300,2088.9335699678168,7,62.0,1.20
3585,132900,1765.480808300684,7,60.0,1.20
3586,135500,2253.221380489167,7,68.0,1.20
3587,132600,2151.227625786543,7,76.0,1.20
3588,135200,1910.1509740079973,7,49.0,1.20
3589,133500,2139.7228769847466,7,73.0,1.20
3590,135700,2141.911003300227,7,76.0,1.20
3591,135000,2028.436284061817,7,63.0,1.20
3592,135600,2123.672101262894,7,53.0,1.20
3593,137700,1984.8729399642225,7,53.0,1.20
3594,134500,1723.2782486259987,7,59.0,1.20
3595,134800,2168.852815799647,7,60.0,1.20
3596,138100,1956.8052887747003,7,47.0,1.20
3597,136000,2097.269177734696,7,65.0,1.20
3598,135400,2073.6374559627347,7,57.0,1.20
3599,136500,1730.5135603115284,7,60.0,1.20
3600,140400,2232.7346744581473,7,33.0,1.20
3601,134400,2145.386719477865,7,54.0,1.20
3602,136700,1881.7558272724877,7,55.0,1.20
3603,139500,1993.4965976500573,7,35.0,1.20
3604,92900,,7,1.0,1.20
3605,104400,2252.8694844348406,7,5.0,1.20
3606,104100,695.9604684849907,7,4.0,1.20
3607,109800,1734.5948679177957,7,12.0,1.20
3608,125700,1730.1602162304084,7,76.0,1.20
3609,125600,1685.4338823288579,7,48.0,1.20
3610,124700,1939.8533930208187,7,58.0,1.20
3611,125800,1769.1717701662312,7,54.0,1.20
3612,124900,1589.1058741170443,7,52.0,1.20
3613,131800,1787.966702345856,7,74.0,1.20
3614,136300,2011.4139568254532,7,58.0,1.20
3615,130700,1933.6386518203974,7,84.0,1.20
3616,131700,1978.0042325279926,7,82.0,1.20
3617,132500,2148.9737814439213,7,56.0,1.20
3618,135900,2385.3458591709623,7,48.0,1.20
3619,136100,2153.217792702591,7,57.0,1.20
3620,137300,2084.986717136062,7,41.0,1.20
3621,137800,2137.2951877668033,7,48.0,1.20
3622,134600,2010.147927813236,7,56.0,1.20
3623,136800,1846.6765978754322,7,68.0,1.20
3624,138400,2170.710038278159,7,49.0,1.20
3625,135100,2028.9429112403818,7,56.0,1.20
3626,134000,1917.5228098122393,7,53.0,1.20
3627,136400,1876.4197853092905,7,61.0,1.20
3628,138300,2266.135936218237,7,41.0,1.20
3629,134700,1862.8941733952686,7,44.0,1.20
3630,137100,2035.8108353099256,7,54.0,1.20
3631,96500,4690.145366990993,7,2.0,1.20
3632,103200,2689.5966519493218,7,2.0,1.20
3633,106000,1797.4007060406307,7,4.0,1.20
3634,104700,2307.1899901206,7,2.0,1.20
3635,105400,1710.2775246205895,7,6.0,1.20
3636,110500,1637.4046187309507,7,11.0,1.20
3637,111800,1747.7302827967746,7,9.0,1.20
3638,119700,1532.7076847877443,7,37.0,1.20
3639,137000,1996.5270461402565,7,57.0,1.20
3640,136200,1877.4114953820501,7,50.0,1.20
3641,137200,2049.258249343218,7,57.0,1.20
3642,138700,2145.5947749573197,7,42.0,1.20
3643,138600,2663.7696630627315,7,45.0,1.20
3644,134900,1939.4378266148362,7,66.0,1.20
3645,136600,2133.4976615935648,7,69.0,1.20
3646,137600,2105.6794370719017,7,49.0,1.20
3647,135800,1686.8525209697455,7,63.0,1.20
3648,139000,2141.8564865850976,7,47.0,1.20
3649,138000,2203.5781464299653,7,41.0,1.20
3650,139700,2032.1532880969535,7,43.0,1.20
3651,141400,1660.7476796798778,7,17.0,1.20
3652,138200,1939.37702599773,7,49.0,1.20
3653,141000,1767.56914650054,7,22.0,1.20
3654,137500,2256.2368577326197,7,50.0,1.20
3655,139800,1934.4616629279208,7,28.0,1.20
3656,141200,1764.5731817694727,7,24.0,1.20
3657,142100,2471.5323139379298,7,24.0,1.20
3658,140300,2088.4357688859604,7,35.0,1.20
3659,138900,2429.426134039802,7,33.0,1.20
3660,140800,2682.7365790313706,7,16.0,1.20
3661,139600,2494.29971149424,7,31.0,1.20
3662,142000,1913.1133627888416,7,18.0,1.20
3663,139100,2074.1075601018874,7,45.0,1.20
3664,138800,1853.157209816215,7,44.0,1.20
3665,140100,2452.255542588366,7,39.0,1.20
3666,141300,1285.826479216091,7,17.0,1.20
3667,140600,2325.682015600922,7,18.0,1.20
3668,143300,1883.3639366280734,7,11.0,1.20
3669,98700,634.1863943766848,7,2.0,1.20
3670,100400,1956.592084901817,7,2.0,1.20
3671,104900,774.9173452752646,7,7.0,1.20
3672,108300,1541.6754660481388,7,9.0,1.20
3673,111100,1594.83325076371,7,13.0,1.20
3674,111200,1519.8091374120852,7,11.0,1.20
3675,118500,1742.2186019482845,7,30.0,1.20
3676,125300,2195.3899917971617,7,56.0,1.20
3677,133400,2002.7779913145348,7,61.0,1.20
3678,95100,4834.4503930703295,7,2.0,1.20
3679,102700,1718.0004367619092,7,5.0,1.20
3680,105700,2248.2669809212634,7,3.0,1.20
3681,104600,2207.8633614430796,7,3.0,1.20
3682,109600,1836.4074290951849,7,13.0,1.20
3683,129700,1746.8515776457562,7,75.0,1.20
3684,94000,,7,1.0,1.20
3685,98900,353.11144885503217,7,2.0,1.20
3686,100200,,7,1.0,1.20
3687,104200,2711.6200622167567,7,5.0,1.20
3688,108100,1297.4655382628614,7,5.0,1.20
3689,109900,1389.0255533407797,7,7.0,1.20
3690,99100,27.124174184577722,7,2.0,1.20
3691,104000,1566.247229035553,7,4.0,1.20
3692,109300,746.2694814192157,7,5.0,1.20
3693,137900,2010.9116749033572,7,43.0,1.20
3694,138500,1732.547348551846,7,37.0,1.20
3695,90900,,7,1.0,1.20
3696,100100,1072.3374591147617,7,3.0,1.20
3697,102800,1917.218832708002,7,3.0,1.20
3698,102200,1544.036817930294,7,4.0,1.20
3699,101200,1931.8470864400635,7,5.0,1.20
3700,104500,1382.2046557227757,7,4.0,1.20
3701,108800,1596.302162876013,7,5.0,1.20
3702,112500,1097.3572717991033,7,13.0,1.20
3703,94400,1126.078597583033,7,2.0,1.20
3704,99800,1485.5795453324786,7,3.0,1.20
3705,102600,,7,1.0,1.20
3706,103700,1325.451721292977,7,6.0,1.20
3707,125000,1664.203557750526,7,56.0,1.20
3708,94100,241.1234123846127,7,2.0,1.20
3709,97500,,7,1.0,1.20
3710,101700,1522.6384435789416,7,2.0,1.20
3711,96200,1567.4955300104632,7,2.0,1.20
3712,99400,,7,1.0,1.20
3713,101400,,7,1.0,1.20
3714,98400,,7,1.0,1.20
3715,101100,2104.1453827572286,7,2.0,1.20
3716,106700,2401.1796411971964,7,7.0,1.20
3717,107000,1215.6809423175364,7,12.0,1.20
3718,110100,2023.6235286524752,7,13.0,1.20
3719,137400,1783.1574256592241,7,61.0,1.20
3720,139400,2165.2056346015233,7,38.0,1.20
3721,95300,1230.5039060577933,7,2.0,1.20
3722,102500,2192.5343128936765,7,3.0,1.20
3723,95500,897.2044061070424,7,3.0,1.20
3724,101500,1157.6997166236342,7,3.0,1.20
3725,108700,1386.4102580591525,7,8.0,1.20
3726,100700,,7,1.0,1.20
3727,108900,1224.380454543048,7,5.0,1.20
3728,139300,2051.06788803911,7,25.0,1.20
3729,140700,1696.609921326986,7,29.0,1.20
3730,139200,2140.523497338354,7,41.0,1.20
3731,109500,2298.922479822058,7,6.0,1.20
3732,112300,1405.8781696449555,7,10.0,1.20
3733,140200,2251.091071747176,7,22.0,1.20
3734,139900,1814.1264114510004,7,35.0,1.20
3735,140000,2394.2252153173795,7,29.0,1.20
3736,91700,,7,1.0,1.20
3737,99500,1365.553343854092,7,4.0,1.20
3738,106300,1296.0991085563014,7,2.0,1.20
3739,105500,2622.0016630852706,7,2.0,1.20
3740,106900,1779.586042501462,7,3.0,1.20
3741,94900,,7,1.0,1.20
3742,104800,931.8838735279494,7,2.0,1.20
3743,107500,1318.9908586907852,7,4.0,1.20
3744,93700,,7,1.0,1.20
3745,91600,,7,1.0,1.20
3746,98300,,7,1.0,1.20
3747,91400,,7,1.0,1.20
3748,97800,4007.3232843208216,7,2.0,1.20
3749,105900,3264.8832611618586,7,2.0,1.20
3750,98200,2602.977529062243,7,5.0,1.20
3751,99000,,7,1.0,1.20
3752,88600,,7,1.0,1.20
3753,95400,5500.020157794425,7,3.0,1.20
3754,96900,,7,1.0,1.20
3755,103300,4184.293329127939,7,2.0,1.20
3756,96600,,7,1.0,1.20
3757,95000,,7,1.0,1.20
3758,99700,,7,1.0,1.20
3759,102400,,7,1.0,1.20
3760,106500,968.4106802938483,7,4.0,1.20
3761,95800,,7,1.0,1.20
3762,140500,1929.4681373862506,7,23.0,1.20
3763,141500,2025.091210771759,7,22.0,1.20
3764,97000,,7,1.0,1.20
3765,99600,3143.1346829242984,7,6.0,1.20
3766,94300,,7,1.0,1.20
3767,92200,,7,1.0,1.20
3768,141800,1964.0980009977916,7,18.0,1.20
3769,142400,2062.680718151493,7,12.0,1.20
3770,142600,2224.9537631713442,7,13.0,1.20
3771,142200,1583.6676406193758,7,21.0,1.20
3772,97700,,7,1.0,1.20
3773,142500,1783.147394511794,7,12.0,1.20
3774,141900,1974.0309402689215,7,17.0,1.20
3775,140900,1919.4811372238994,7,26.0,1.20
3776,141100,2224.673376279486,7,15.0,1.20
3777,143500,1682.952682531694,7,6.0,1.20
3778,142300,1983.2920164703974,7,17.0,1.20
3779,142700,1638.9757752944715,7,14.0,1.20
3780,141600,2063.8473951502046,7,15.0,1.20
3781,144600,2057.6123946577095,7,9.0,1.20
3782,143800,1574.872153422979,7,12.0,1.20
3783,143200,1824.2153220342173,7,14.0,1.20
3784,144100,1921.086830365105,7,9.0,1.20
3785,143600,1796.3761823440905,7,8.0,1.20
3786,145500,2080.22245717956,7,6.0,1.20
3787,144500,3014.305387342164,7,4.0,1.20
3788,143700,2240.104746073997,7,9.0,1.20
3789,99200,1025.0897859379013,7,3.0,1.20
3790,97900,246.8962763403935,7,2.0,1.20
3791,102000,,7,1.0,1.20
3792,100900,,7,1.0,1.20
3793,97300,,7,1.0,1.20
3794,97100,,7,1.0,1.20
3795,141700,1516.636806185962,7,20.0,1.20
3796,142900,1912.7926182755928,7,13.0,1.20
3797,143400,1091.8247018164714,7,11.0,1.20
3798,143000,2002.4733468810123,7,15.0,1.20
3799,144800,1897.6728751523185,7,6.0,1.20
3800,144400,1511.1445205877562,7,7.0,1.20
3801,145100,2544.5055942139334,7,6.0,1.20
3802,143900,1559.8734953073294,7,5.0,1.20
3803,144700,1462.873748587408,7,7.0,1.20
3804,144900,933.1006638498084,7,3.0,1.20
3805,144000,992.7810362171489,7,4.0,1.20
3806,146600,1642.329640999952,7,5.0,1.20
3807,142800,2359.079740272054,7,12.0,1.20
3808,145600,1100.152041283581,7,6.0,1.20
3809,145400,1744.335181874533,7,4.0,1.20
3810,146400,2392.7183875893006,7,3.0,1.20
3811,145300,1550.578153210034,7,4.0,1.20
3812,145900,566.9891530770507,7,2.0,1.20
3813,146200,2683.264809669411,7,6.0,1.20
3814,144300,1909.2284352571135,7,7.0,1.20
3815,145000,1591.6099813021299,7,4.0,1.20
3816,146100,1298.5440886167016,7,3.0,1.20
3817,148100,675.1342695956279,7,3.0,1.20
3818,146900,1837.5003143822364,7,3.0,1.20
3819,147500,2050.124101319368,7,3.0,1.20
3820,147300,1624.6563336202007,7,4.0,1.20
3821,147900,1992.6791982264156,7,3.0,1.20
3822,146000,940.241464354505,7,4.0,1.20
3823,148500,648.5826464999046,7,2.0,1.20
3824,148800,3079.2843039155737,7,2.0,1.20
3825,147200,2797.3198896048066,7,3.0,1.20
3826,145800,704.6467717783868,7,4.0,1.20
3827,149700,3313.6569403667536,7,3.0,1.20
3828,146500,946.47347516165,7,2.0,1.20
3829,148300,1429.907439053685,7,3.0,1.20
3830,146800,,7,1.0,1.20
3831,147000,1895.4205772376447,7,6.0,1.20
3832,149800,,7,1.0,1.20
3833,149600,218.91584003797269,7,2.0,1.20
3834,148700,,7,1.0,1.20
3835,149900,1940.4471144316842,7,3.0,1.20
3836,147800,,7,1.0,1.20
